Product,Category,Sub-Category,Unit Size,Pack Size,Manufacturer,Manufacturer Code,Distributors,Distributor Code,EO32 Eligible ,Certifications,NY Grown & Certified Verification,Product Info,Product Formulation Statement OR NY Grown & Certified Certificate,Retail Size Packs Available,Vegan,Distribution Notes,Notes,Record Last Modified,Vendor Contact List copy,Vendor Contact List copy,Vendor Contact List copy,Vendor Contact List copy,Update/Add Vendor Profile copy,Update/Add Vendor Profile copy,Update/Add Vendor Profile copy,Update/Add Vendor Profile copy,Vendor Contact List
"Greek Yogurt, 2% milkfat, 32 oz: plain","Dairy, Eggs, & Cheese",Yogurt,32 oz,6/case,Chobani,019,"Sysco Albany,Sysco Syracuse,Sysco Long Island,Latina Boulevard,Palmer Food Service,Ginsberg's Foods,Renzi Foodservice,Schrier Foodservice,US Foods Buffalo",,Yes,NY Grown & Certified ,,ChobaniSpecs.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/84ol2ou5DQ2p9YclUlG9WA/yVDGbUfgMPBgbLieDeJbISYL7HYe4yE6T9pgiEhd_mUj1aEQvnjtve4MCJ0sYxmMbcslOBJIMkCiTUPSw9M3C4VjAGgRryL44VqER800yED7-4K3KL2ixb3D3GB7cE9AAZVfJ7koBOpJQSnStT9s8vZQd8M7POv3V6Ps9EiM3Y8/RXkya5piv-ikyUTK3IaKy1-R_q9BRjNuMgANLZGhicg),,checked,,,,5/22/2025 2:13pm,,,,,,,,,
"Greek Yogurt, 5% milkfat, 32 oz: plain ","Dairy, Eggs, & Cheese",Yogurt,32 oz,6/case,Chobani,043,"Sysco Albany,Sysco Syracuse,Sysco Long Island,Latina Boulevard,Palmer Food Service,Ginsberg's Foods,Renzi Foodservice,Schrier Foodservice,US Foods Buffalo",,Yes,NY Grown & Certified ,,ChobaniSpecs.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/84ol2ou5DQ2p9YclUlG9WA/yVDGbUfgMPBgbLieDeJbISYL7HYe4yE6T9pgiEhd_mUj1aEQvnjtve4MCJ0sYxmMbcslOBJIMkCiTUPSw9M3C4VjAGgRryL44VqER800yED7-4K3KL2ixb3D3GB7cE9AAZVfJ7koBOpJQSnStT9s8vZQd8M7POv3V6Ps9EiM3Y8/RXkya5piv-ikyUTK3IaKy1-R_q9BRjNuMgANLZGhicg),,checked,,,,5/22/2025 2:13pm,,,,,,,,,
"Greek Yogurt, 2% milkfat, 5.3 oz: pineapple, passionfruit, strawberry banana, mango, mixed berry, apricot, key lime, coconut, mixed berry blended, pumpkin spice, watermelon, Madagascar vanilla cinnamon, wild blueberry, Monterey strawberry, Gili cherry, Alphonso mango","Dairy, Eggs, & Cheese",Yogurt,5.3 oz,12/case,Chobani,"010, 011, 032, 033, 182, 187, 277, 291, 293, 591, 660, 678, 897, 898, 899, 900, 901","Sysco Albany,Sysco Syracuse,Sysco Long Island,Latina Boulevard,Palmer Food Service,Ginsberg's Foods,Renzi Foodservice,Schrier Foodservice,US Foods Buffalo",,Yes,NY Grown & Certified ,,ChobaniSpecs.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/84ol2ou5DQ2p9YclUlG9WA/yVDGbUfgMPBgbLieDeJbISYL7HYe4yE6T9pgiEhd_mUj1aEQvnjtve4MCJ0sYxmMbcslOBJIMkCiTUPSw9M3C4VjAGgRryL44VqER800yED7-4K3KL2ixb3D3GB7cE9AAZVfJ7koBOpJQSnStT9s8vZQd8M7POv3V6Ps9EiM3Y8/RXkya5piv-ikyUTK3IaKy1-R_q9BRjNuMgANLZGhicg),,checked,,,,5/22/2025 2:14pm,,,,,,,,,
"Yogurt, Plain","Dairy, Eggs, & Cheese",Yogurt,10 lbs.; Cup,10 lbs.; Cup,Hudson Valley Fresh,,"Bartlett Dairy,McMahon's Farm,Ace Endico,Riviera Produce,Hudson Harvest,Upstate Farms,The Hudson Milk Company,Red Barn Produce",,Yes,NY Grown & Certified ,,,,,,,,5/22/2025 2:14pm,,,,,,,,,
"Yogurt: Blueberry, Peach, Strawberry, Raspberry, Red Cherry, Vanilla","Dairy, Eggs, & Cheese",Yogurt,Cup,Cup,Hudson Valley Fresh,,"Bartlett Dairy,McMahon's Farm,Ace Endico,Riviera Produce,Hudson Harvest,Upstate Farms,The Hudson Milk Company,Red Barn Produce",,Yes,NY Grown & Certified ,,,,,,,,5/22/2025 2:12pm,,,,,,,,,
"Yogurt, Vanilla","Dairy, Eggs, & Cheese",Yogurt,,"6 Quarts/cs; 6, 6 oz. cups/cs",North Country Creamery,,Headwater Food Hub,,Still Under Review,,,"NCC maple and flavors nutrition.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/5AxwMkZN2uICgfNd9mRwPQ/kGcObY2iFM0zVOGbo9Gquty9pj5a6FmzlE-3MrGdam4Dh5FpxrfqPu0FSjKG-mC37fz0ITGYo8iFWKKYi3tOORMdnmkGBb0Vxea_4f8nikHpygMWCExNrSazlH45kg6DiaAtoPv6Y9YQrW5FAQQm8f3iDIdfVCD9IvSg1v3566o/fHsCpsCINWPg7b5LGDS6KNhNzTvCToZnbA4TUMVrYcc),NCC plain nutrition.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/mEGQKINFZB2s3pbvjvPWfA/w-pN3dvFDumAUgaqRWLS1AbGEZ_VyGtNy5T0z7HAcopT1RR1nEf_41FroNHtzc_gk_QW2txhhsqKwI328fJhBq5NL3ZQHfDoqUNoRltJa3RIv6dgDe48fhCLaVahv9WnvYh_iy_w0mrMIgC1C0b5r-zXUvcs-nV2CVkVvyAodTA/5WTmPEPOKifDVmjZwm9STNdOjqv-yvqzsIdCKxRfcrk),NCC PowerPoint.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/remLDnMR214VbYDTjQU2nA/mfw9obX7y12hE536NtNqBXtOk_O1D3EFOEFP3VunOZWf26u_lGbZQ1l3qJ_aB8-0InHxSmaN58JvYLHFw8MyXmXYBwjb0UecAID3te2ICECorz08miCNpTvob9rxFw-IaPOAUZzeZQPYfxxxzk5Phw/G2C6IgCJp3jOT4tu0lorr5ajor8_dOV6lXchdUoJl6Q)",,,,,,2/27/2024 1:40pm,,,North Country Creamery,Headwater Food Hub,,,,,
"Yogurt, Creamline, Animal Welfare Approved, Grass-Fed; Flavors: Coffee, Lemon, Maple, Vanilla","Dairy, Eggs, & Cheese",Yogurt,,1 Gal.; 5 Gal.; 6 Quarts/cs,North Country Creamery,,Headwater Food Hub,,Still Under Review,,,"NCC maple and flavors nutrition.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/5AxwMkZN2uICgfNd9mRwPQ/kGcObY2iFM0zVOGbo9Gquty9pj5a6FmzlE-3MrGdam4Dh5FpxrfqPu0FSjKG-mC37fz0ITGYo8iFWKKYi3tOORMdnmkGBb0Vxea_4f8nikHpygMWCExNrSazlH45kg6DiaAtoPv6Y9YQrW5FAQQm8f3iDIdfVCD9IvSg1v3566o/fHsCpsCINWPg7b5LGDS6KNhNzTvCToZnbA4TUMVrYcc),NCC plain nutrition.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/mEGQKINFZB2s3pbvjvPWfA/w-pN3dvFDumAUgaqRWLS1AbGEZ_VyGtNy5T0z7HAcopT1RR1nEf_41FroNHtzc_gk_QW2txhhsqKwI328fJhBq5NL3ZQHfDoqUNoRltJa3RIv6dgDe48fhCLaVahv9WnvYh_iy_w0mrMIgC1C0b5r-zXUvcs-nV2CVkVvyAodTA/5WTmPEPOKifDVmjZwm9STNdOjqv-yvqzsIdCKxRfcrk),NCC PowerPoint.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/remLDnMR214VbYDTjQU2nA/mfw9obX7y12hE536NtNqBXtOk_O1D3EFOEFP3VunOZWf26u_lGbZQ1l3qJ_aB8-0InHxSmaN58JvYLHFw8MyXmXYBwjb0UecAID3te2ICECorz08miCNpTvob9rxFw-IaPOAUZzeZQPYfxxxzk5Phw/G2C6IgCJp3jOT4tu0lorr5ajor8_dOV6lXchdUoJl6Q)",,,,,,2/27/2024 1:40pm,,,North Country Creamery,Headwater Food Hub,,,,,
"Yogurt, Creamline; Flavors: Plain Maple","Dairy, Eggs, & Cheese",Yogurt,,"6 Quarts/cs; 6, 6 oz. cups/cs",North Country Creamery,,"Headwater Food Hub,Regional Access",,Still Under Review,,,"NCC maple and flavors nutrition.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/5AxwMkZN2uICgfNd9mRwPQ/kGcObY2iFM0zVOGbo9Gquty9pj5a6FmzlE-3MrGdam4Dh5FpxrfqPu0FSjKG-mC37fz0ITGYo8iFWKKYi3tOORMdnmkGBb0Vxea_4f8nikHpygMWCExNrSazlH45kg6DiaAtoPv6Y9YQrW5FAQQm8f3iDIdfVCD9IvSg1v3566o/fHsCpsCINWPg7b5LGDS6KNhNzTvCToZnbA4TUMVrYcc),NCC plain nutrition.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/mEGQKINFZB2s3pbvjvPWfA/w-pN3dvFDumAUgaqRWLS1AbGEZ_VyGtNy5T0z7HAcopT1RR1nEf_41FroNHtzc_gk_QW2txhhsqKwI328fJhBq5NL3ZQHfDoqUNoRltJa3RIv6dgDe48fhCLaVahv9WnvYh_iy_w0mrMIgC1C0b5r-zXUvcs-nV2CVkVvyAodTA/5WTmPEPOKifDVmjZwm9STNdOjqv-yvqzsIdCKxRfcrk),NCC PowerPoint.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/remLDnMR214VbYDTjQU2nA/mfw9obX7y12hE536NtNqBXtOk_O1D3EFOEFP3VunOZWf26u_lGbZQ1l3qJ_aB8-0InHxSmaN58JvYLHFw8MyXmXYBwjb0UecAID3te2ICECorz08miCNpTvob9rxFw-IaPOAUZzeZQPYfxxxzk5Phw/G2C6IgCJp3jOT4tu0lorr5ajor8_dOV6lXchdUoJl6Q)",,,,,,2/27/2024 1:40pm,,,North Country Creamery,"Regional Access, Headwater Food Hub",,,,,
"Lassi: Raspberry Cinnamon, Blueberry Cardamom, Mango Rosewater","Dairy, Eggs, & Cheese",Yogurt,,32 oz.,The Indian Milk & Honey Co.,005,The Indian Milk & Honey Co.,,Still Under Review,,IM&H Grown and Certified Certificate.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/mwgLx_OfQvJwkxzsffFXnA/-1hTrP1YtE2UavPdXmFjpaM919bMdYHojCTIcKFvQLBrL1FT0Rf7L6OdGdEdXJ7GTTE5WU3OEzcOs6GW7FnZamlJK9vn0k_DAv-uQ9JzIu4GC6bYuvicohNCxMQae9WErAKlLkTeftwju1YMUobvd8ryMU8WvanAcu7olFEgXTY/mfOhJN2xFK1cPLQQYLIcZUO3ANBZ9iNmf7GScvFhS4s),Indian Milk Company Lassi Crediting.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/BGwK-FfC02DnM_VDigFIuA/lnQCjpyx9FLuxct7afhPkGEylZ6zUV4jIN9nNFRFevxsFsTKPEb5OVVOxYxWjhVH8cNePXanmVS-7ggH8Nzk9WYsTR0HjbmLQ7zS3t265quBqzOQRfuICMnQvidnxorV__fB8S0mbJYmLLx2WTddanYSLemXEVz2jzSwu3Ed5BU/PQ3KV7QXX_uwoIIWOs7bJvuZ3N5EbcT6UP3T4tzWpRk),,,,,,4/11/2024 3:33pm,,,The Indian Milk & Honey Co.,The Indian Milk & Honey Co.,,,,,
"Greek Yogurt, Nonfat, 32 oz: Plain, Vanilla","Dairy, Eggs, & Cheese",Yogurt,32 oz.,6/cs,Upstate Niagara Cooperative Inc.,9700,"Upstate Niagara Cooperative Inc.,Latina Boulevard,Renzi Foodservice,Depew Dairy,Hudson Dairy",,Yes,NY Grown & Certified ,Upstate Niagara Cooperative Certificate.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/oSLLuxiohSZ2B0ouBNVPOQ/MwKv5G_c5d_TVm0tsiXr6L5Eyr_KSTb2qbDrctYtdya6JhqNumiJPrV76uFF-a9cAnYasXv-X5CDILR7lYlAIWr2FFb8T0aZ2HajsfP6J1YvxEWq45umI-N7Zh6F5b68UlXrxYW1fSZr5gMMexC0MfK4jWo9u5lHhqVcUS4OHESJIdzg9zq9vKI0xK7HMJGe/ByczUdXTXt8RzQGlfJ3onYJytlo3gsE4UhCFYfJfyi8),Upstate 2023.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/wsNdxLYajRuA9lrCOoLNlg/HIbf7bEyGDY6yRBCs-IFPq6ibpCAO3QClJCFKqvcMTKm4wHJ1UbCNRg03mqiZR5YPFz6gdVmD7TVZz2z9atK6ArqsZ8G02CBHcoCh6VCS63IDuyroH2ORhwykxCM-BgTHQtOGxNp0ifrQ1VSeBN2kQ/fpwjcOkhUaalwg5XhUzwj2Za6QkLTWzFr7eHpJl17B8),,,,,,4/11/2024 3:30pm,,,"""Upstate Niagara Cooperative, Inc.""","Hudson Dairy, Depew Dairy, ""Upstate Niagara Cooperative, Inc."", Latina Boulevard, Renzi Foodservice",,,,,
"Yogurt, Nonfat, 4 oz: Blueberry, Cherry-Vanilla, Peach, Raspberry, Strawberry, Strawberry-Banana, Vanilla","Dairy, Eggs, & Cheese",Yogurt,4 oz.,48/cs,Upstate Niagara Cooperative Inc.,"9815, 9816, 9817, 9818, 9819, 9820, 9822","Upstate Niagara Cooperative Inc.,Latina Boulevard,Renzi Foodservice,Depew Dairy,Hudson Dairy,US Foods Buffalo",USF: 2537462,Yes,NY Grown & Certified ,Upstate Niagara Cooperative Certificate.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/oSLLuxiohSZ2B0ouBNVPOQ/MwKv5G_c5d_TVm0tsiXr6L5Eyr_KSTb2qbDrctYtdya6JhqNumiJPrV76uFF-a9cAnYasXv-X5CDILR7lYlAIWr2FFb8T0aZ2HajsfP6J1YvxEWq45umI-N7Zh6F5b68UlXrxYW1fSZr5gMMexC0MfK4jWo9u5lHhqVcUS4OHESJIdzg9zq9vKI0xK7HMJGe/ByczUdXTXt8RzQGlfJ3onYJytlo3gsE4UhCFYfJfyi8),Upstate 2023.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/wsNdxLYajRuA9lrCOoLNlg/HIbf7bEyGDY6yRBCs-IFPq6ibpCAO3QClJCFKqvcMTKm4wHJ1UbCNRg03mqiZR5YPFz6gdVmD7TVZz2z9atK6ArqsZ8G02CBHcoCh6VCS63IDuyroH2ORhwykxCM-BgTHQtOGxNp0ifrQ1VSeBN2kQ/fpwjcOkhUaalwg5XhUzwj2Za6QkLTWzFr7eHpJl17B8),,,,,,4/11/2024 3:31pm,,,"""Upstate Niagara Cooperative, Inc.""","Hudson Dairy, Depew Dairy, ""Upstate Niagara Cooperative, Inc."", Latina Boulevard, Renzi Foodservice, US Foods Buffalo",,,,,
"Greek Yogurt, Nonfat, 5.3 oz: Blueberry, Strawberry, Vanilla","Dairy, Eggs, & Cheese",Yogurt,5.3 oz.,12/cs,Upstate Niagara Cooperative Inc.,"9710, 9711, 9712","Upstate Niagara Cooperative Inc.,Latina Boulevard,Renzi Foodservice,Depew Dairy,Hudson Dairy,US Foods Buffalo",,Yes,NY Grown & Certified ,Upstate Niagara Cooperative Certificate.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/oSLLuxiohSZ2B0ouBNVPOQ/MwKv5G_c5d_TVm0tsiXr6L5Eyr_KSTb2qbDrctYtdya6JhqNumiJPrV76uFF-a9cAnYasXv-X5CDILR7lYlAIWr2FFb8T0aZ2HajsfP6J1YvxEWq45umI-N7Zh6F5b68UlXrxYW1fSZr5gMMexC0MfK4jWo9u5lHhqVcUS4OHESJIdzg9zq9vKI0xK7HMJGe/ByczUdXTXt8RzQGlfJ3onYJytlo3gsE4UhCFYfJfyi8),Upstate 2023.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/wsNdxLYajRuA9lrCOoLNlg/HIbf7bEyGDY6yRBCs-IFPq6ibpCAO3QClJCFKqvcMTKm4wHJ1UbCNRg03mqiZR5YPFz6gdVmD7TVZz2z9atK6ArqsZ8G02CBHcoCh6VCS63IDuyroH2ORhwykxCM-BgTHQtOGxNp0ifrQ1VSeBN2kQ/fpwjcOkhUaalwg5XhUzwj2Za6QkLTWzFr7eHpJl17B8),,,,,,4/11/2024 3:31pm,,,"""Upstate Niagara Cooperative, Inc.""","Hudson Dairy, Depew Dairy, ""Upstate Niagara Cooperative, Inc."", Latina Boulevard, Renzi Foodservice",,,,,
"Yogurt, Nonfat, 4/5 lb: Plain","Dairy, Eggs, & Cheese",Yogurt,4/5lb,,Upstate Niagara Cooperative Inc.,9890,"Upstate Niagara Cooperative Inc.,Latina Boulevard,Renzi Foodservice,Depew Dairy,Hudson Dairy",,Yes,NY Grown & Certified ,Upstate Niagara Cooperative Certificate.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/oSLLuxiohSZ2B0ouBNVPOQ/MwKv5G_c5d_TVm0tsiXr6L5Eyr_KSTb2qbDrctYtdya6JhqNumiJPrV76uFF-a9cAnYasXv-X5CDILR7lYlAIWr2FFb8T0aZ2HajsfP6J1YvxEWq45umI-N7Zh6F5b68UlXrxYW1fSZr5gMMexC0MfK4jWo9u5lHhqVcUS4OHESJIdzg9zq9vKI0xK7HMJGe/ByczUdXTXt8RzQGlfJ3onYJytlo3gsE4UhCFYfJfyi8),Upstate 2023.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/wsNdxLYajRuA9lrCOoLNlg/HIbf7bEyGDY6yRBCs-IFPq6ibpCAO3QClJCFKqvcMTKm4wHJ1UbCNRg03mqiZR5YPFz6gdVmD7TVZz2z9atK6ArqsZ8G02CBHcoCh6VCS63IDuyroH2ORhwykxCM-BgTHQtOGxNp0ifrQ1VSeBN2kQ/fpwjcOkhUaalwg5XhUzwj2Za6QkLTWzFr7eHpJl17B8),,,,,,4/11/2024 3:30pm,,,"""Upstate Niagara Cooperative, Inc.""","Hudson Dairy, Depew Dairy, ""Upstate Niagara Cooperative, Inc."", Latina Boulevard, Renzi Foodservice",,,,,
"Yogurt, Nonfat, 5 lb: Blueberry, Plain, Strawberry, Vanilla","Dairy, Eggs, & Cheese",Yogurt,5 lb.,4/cs,Upstate Niagara Cooperative Inc.,"9881, 9886, 9884, 9885","Upstate Niagara Cooperative Inc.,Latina Boulevard,Renzi Foodservice,Depew Dairy,Hudson Dairy",,Yes,NY Grown & Certified ,Upstate Niagara Cooperative Certificate.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/oSLLuxiohSZ2B0ouBNVPOQ/MwKv5G_c5d_TVm0tsiXr6L5Eyr_KSTb2qbDrctYtdya6JhqNumiJPrV76uFF-a9cAnYasXv-X5CDILR7lYlAIWr2FFb8T0aZ2HajsfP6J1YvxEWq45umI-N7Zh6F5b68UlXrxYW1fSZr5gMMexC0MfK4jWo9u5lHhqVcUS4OHESJIdzg9zq9vKI0xK7HMJGe/ByczUdXTXt8RzQGlfJ3onYJytlo3gsE4UhCFYfJfyi8),Upstate 2023.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/wsNdxLYajRuA9lrCOoLNlg/HIbf7bEyGDY6yRBCs-IFPq6ibpCAO3QClJCFKqvcMTKm4wHJ1UbCNRg03mqiZR5YPFz6gdVmD7TVZz2z9atK6ArqsZ8G02CBHcoCh6VCS63IDuyroH2ORhwykxCM-BgTHQtOGxNp0ifrQ1VSeBN2kQ/fpwjcOkhUaalwg5XhUzwj2Za6QkLTWzFr7eHpJl17B8),,,,,,4/11/2024 3:30pm,,,"""Upstate Niagara Cooperative, Inc.""","Hudson Dairy, Depew Dairy, ""Upstate Niagara Cooperative, Inc."", Latina Boulevard, Renzi Foodservice",,,,,
"Yogurt, Nonfat, 8 oz: Blueberry, Cherry-Vanilla, Peach, Strawberry, Strawberry-Banana","Dairy, Eggs, & Cheese",Yogurt,8 oz.,12/cs,Upstate Niagara Cooperative Inc.,"9831, 9832, 9834, 9835, 9836","Upstate Niagara Cooperative Inc.,Latina Boulevard,Renzi Foodservice,Depew Dairy,Hudson Dairy",,Yes,NY Grown & Certified ,Upstate Niagara Cooperative Certificate.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/oSLLuxiohSZ2B0ouBNVPOQ/MwKv5G_c5d_TVm0tsiXr6L5Eyr_KSTb2qbDrctYtdya6JhqNumiJPrV76uFF-a9cAnYasXv-X5CDILR7lYlAIWr2FFb8T0aZ2HajsfP6J1YvxEWq45umI-N7Zh6F5b68UlXrxYW1fSZr5gMMexC0MfK4jWo9u5lHhqVcUS4OHESJIdzg9zq9vKI0xK7HMJGe/ByczUdXTXt8RzQGlfJ3onYJytlo3gsE4UhCFYfJfyi8),Upstate 2023.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/wsNdxLYajRuA9lrCOoLNlg/HIbf7bEyGDY6yRBCs-IFPq6ibpCAO3QClJCFKqvcMTKm4wHJ1UbCNRg03mqiZR5YPFz6gdVmD7TVZz2z9atK6ArqsZ8G02CBHcoCh6VCS63IDuyroH2ORhwykxCM-BgTHQtOGxNp0ifrQ1VSeBN2kQ/fpwjcOkhUaalwg5XhUzwj2Za6QkLTWzFr7eHpJl17B8),,,,,,4/11/2024 3:30pm,,,"""Upstate Niagara Cooperative, Inc.""","Hudson Dairy, Depew Dairy, ""Upstate Niagara Cooperative, Inc."", Latina Boulevard, Renzi Foodservice",,,,,
"Yogurt, Nonfat, All-natural, 5 lb: Vanilla","Dairy, Eggs, & Cheese",Yogurt,5 lb.,4/cs,Upstate Niagara Cooperative Inc.,9892,"Upstate Niagara Cooperative Inc.,Latina Boulevard,Renzi Foodservice,Depew Dairy,Hudson Dairy",,Yes,NY Grown & Certified ,Upstate Niagara Cooperative Certificate.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/oSLLuxiohSZ2B0ouBNVPOQ/MwKv5G_c5d_TVm0tsiXr6L5Eyr_KSTb2qbDrctYtdya6JhqNumiJPrV76uFF-a9cAnYasXv-X5CDILR7lYlAIWr2FFb8T0aZ2HajsfP6J1YvxEWq45umI-N7Zh6F5b68UlXrxYW1fSZr5gMMexC0MfK4jWo9u5lHhqVcUS4OHESJIdzg9zq9vKI0xK7HMJGe/ByczUdXTXt8RzQGlfJ3onYJytlo3gsE4UhCFYfJfyi8),Upstate 2023.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/wsNdxLYajRuA9lrCOoLNlg/HIbf7bEyGDY6yRBCs-IFPq6ibpCAO3QClJCFKqvcMTKm4wHJ1UbCNRg03mqiZR5YPFz6gdVmD7TVZz2z9atK6ArqsZ8G02CBHcoCh6VCS63IDuyroH2ORhwykxCM-BgTHQtOGxNp0ifrQ1VSeBN2kQ/fpwjcOkhUaalwg5XhUzwj2Za6QkLTWzFr7eHpJl17B8),,,,,,4/11/2024 3:30pm,,,"""Upstate Niagara Cooperative, Inc.""","Hudson Dairy, Depew Dairy, ""Upstate Niagara Cooperative, Inc."", Latina Boulevard, Renzi Foodservice",,,,,
"Yogurt, Nonfat, All-natural, 4/5 lb: Vanilla","Dairy, Eggs, & Cheese",Yogurt,4/5 lb.,,Upstate Niagara Cooperative Inc.,9891,"Upstate Niagara Cooperative Inc.,Latina Boulevard,Renzi Foodservice,Depew Dairy,Hudson Dairy",,Yes,NY Grown & Certified ,Upstate Niagara Cooperative Certificate.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/oSLLuxiohSZ2B0ouBNVPOQ/MwKv5G_c5d_TVm0tsiXr6L5Eyr_KSTb2qbDrctYtdya6JhqNumiJPrV76uFF-a9cAnYasXv-X5CDILR7lYlAIWr2FFb8T0aZ2HajsfP6J1YvxEWq45umI-N7Zh6F5b68UlXrxYW1fSZr5gMMexC0MfK4jWo9u5lHhqVcUS4OHESJIdzg9zq9vKI0xK7HMJGe/ByczUdXTXt8RzQGlfJ3onYJytlo3gsE4UhCFYfJfyi8),Upstate 2023.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/wsNdxLYajRuA9lrCOoLNlg/HIbf7bEyGDY6yRBCs-IFPq6ibpCAO3QClJCFKqvcMTKm4wHJ1UbCNRg03mqiZR5YPFz6gdVmD7TVZz2z9atK6ArqsZ8G02CBHcoCh6VCS63IDuyroH2ORhwykxCM-BgTHQtOGxNp0ifrQ1VSeBN2kQ/fpwjcOkhUaalwg5XhUzwj2Za6QkLTWzFr7eHpJl17B8),,,,,,4/11/2024 3:30pm,,,"""Upstate Niagara Cooperative, Inc.""","Hudson Dairy, Depew Dairy, ""Upstate Niagara Cooperative, Inc."", Latina Boulevard, Renzi Foodservice",,,,,
"Greek Yogurt, Nonfat, 32 oz.: Vanilla","Dairy, Eggs, & Cheese",Yogurt,32 oz.,6/cs,Upstate Niagara Cooperative Inc.,9701,"Upstate Niagara Cooperative Inc.,Latina Boulevard,Renzi Foodservice,Depew Dairy,Hudson Dairy",,Yes,NY Grown & Certified ,Upstate Niagara Cooperative Certificate.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/oSLLuxiohSZ2B0ouBNVPOQ/MwKv5G_c5d_TVm0tsiXr6L5Eyr_KSTb2qbDrctYtdya6JhqNumiJPrV76uFF-a9cAnYasXv-X5CDILR7lYlAIWr2FFb8T0aZ2HajsfP6J1YvxEWq45umI-N7Zh6F5b68UlXrxYW1fSZr5gMMexC0MfK4jWo9u5lHhqVcUS4OHESJIdzg9zq9vKI0xK7HMJGe/ByczUdXTXt8RzQGlfJ3onYJytlo3gsE4UhCFYfJfyi8),,,,,,,4/11/2024 3:30pm,,,,,,,,,
"Yogurt, Nonfat, J&J - Plain","Dairy, Eggs, & Cheese",Yogurt,32 oz,,Upstate Niagara Cooperative Inc.,0050,"""Benz’s Food Products, Inc.""",,,Kosher,,,_NYS 51%+ PFS Givat small curd cottage cheese 16oz.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/vOYNsVjRYT1exMbuA6pemQ/mYZwvcRSbE2y-x5X0iYiqmIO0y7VdZiW4YFu0v1WCqmcegkyI-nRKzOVOaNypTByvWnZzON6Xoct8SiCewHrOsvsnezdkF6hZ4QRZL555ei6hnkQM9ppj1JWITN8FBZnJ-szpJBMWX0NbIexNiKIPdA1os-sDLufpuupq_UrYoIq0kSCHy7Jio6HtsXni2bVKy59pULA5pyY1ffOh2Yi4w/vg490Lb_vzHzpMvpTOAyh8n7UYCBTAKnH1uvnCzJjzc),checked,,,,4/9/2025 9:36am,,,,,,,,,
"Leben, Chocolate, Yummy's","Dairy, Eggs, & Cheese",Yogurt,6 oz,,Upstate Niagara Cooperative Inc.,107616,"""Benz’s Food Products, Inc.""",,,Kosher,,,PFS Leben Chocolate.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/MVGfoanKkJkJrjDQhe9eRg/f-bgURzTxLrnSe2rfuE2hF3p2PjR5vrKqxq7VpmKH1V7JlYrUYY-_rUAywtrIWmTxe32cp1IBdThZCGWZSdCycS2qAO7HPJMyHQvtxzkeZ8qKGypXuxkCArg3nD9XO6fzmd8y2jSY1Cv7Fq90h38jKogf0FkyvCPoi-s2L0kP5A/E6uU0gVDv_pmmqHxxnSI_dsD5CxeEphELi2cMvnFmNI),checked,,,,4/10/2025 4:58pm,,,,,,,,,
